,Image,Text
345,AHTD3A0091_Para2_4.png,بقومية هوي في الصين  أتى المسلمون إلى الصين ومعهم
346,AHTD3A0091_Para2_5.png,علوم الطب الإسلامي ومعها العقاقير والتوابل ووصفات
347,AHTD3A0091_Para2_6.png,العلاج والكتب الطبية الخ  وعلى
348,AHTD3A0091_Para3_1.png,وعلى مدى سنوات امتزج الطب الإسلامي مع الطب الصيني
349,AHTD3A0091_Para3_2.png,التقليدي فظهر ما اصطلح على تسميته طب هوي كأحد
350,AHTD3A0092_Para2_1.png,وضع هذا الكتاب لي شيون وهو مسلم من أصول فارسية ولد بمقاطعة
351,AHTD3A0092_Para2_2.png,سيتشوان في فترة أسرة تانغ  أتي أسلافه إلى الصين واستقروا
352,AHTD3A0092_Para2_3.png,في تشانغآن مدينة شيآن حاليا حيث عملوا في بيع العقاقير
353,AHTD3A0092_Para2_4.png,والتوابل ثم انتقلوا إلى منطقة سيتشوان  وقد  توارث
354,AHTD3A0093_Para2_1.png,يتكون الأدوية والعقاقير الشافية الأجنبية من ستة أجزاء
355,AHTD3A0093_Para2_2.png,جزء للعقاقير الحجرية  جزء لعقاقير الأعشاب جزء لعقاقير الأشجار
356,AHTD3A0093_Para3_3.png,على تطور طب هوي  استخدم أفراد من الأسرة الإمبراطورية
357,AHTD3A0093_Para3_4.png,طب هوي في العلاج وقد اهتم البلاط الإمبراطوري بطب هوي
358,AHTD3A0093_Para3_5.png,لدرجة أنه أسس مصلحة لإدارة عقاقير وأدوية طب هوي
359,AHTD3A0093_Para3_6.png,أطلق عليها
360,AHTD3A0094_Para2_3.png,الباطنة والجراحة وأمراض النساء والأطفال والأمراض الجلدية والفم العين
361,AHTD3A0094_Para2_4.png,والأنف والأذن والعظام والوخز بالإبر الخ واشتمل أيضا على معلومات
362,AHTD3A0094_Para2_5.png,طبية من مؤلفات أبو بكر الرازي
363,AHTD3A0094_Para3_2.png,الأغذية المفيدة التي تفيد الصحة وتشفي المرض  سجل الكتاب طرق إعداد
364,AHTD3A0094_Para3_3.png,أطعمة قومية هوي وتضمن معلومات عن الأطعمة المفيدة للمرأة الحامل والضارة
365,AHTD3A0094_Para3_4.png,لها والأطعمة التي يمنع المرضى من تناولها والأطعمة التي تصيب بالتسمم
366,AHTD3A0094_Para3_5.png,يعتبر كتاب المعارف الغذائية مرجع
367,AHTD3A0095_Para2_4.png,وقد أدى دخول العقاقير العطرية إلى الصين إلى زيادة
368,AHTD3A0095_Para2_5.png,عدد العقاقير الصينية وتغيير أساليب العلاج الصينية
369,AHTD3A0095_Para2_6.png,التقليدية
370,AHTD3A0095_Para3_1.png,قبل دخول العقاقير العطرية إلى الصين كانت كل الأدوية الصينية عبارة
371,AHTD3A0095_Para3_2.png,عن سوائل  وقد لاحظ الصينيون أن فعالية العقاقير العطرية تقل عندما
372,AHTD3A0098_Para2_1.png,في خمسينات القرن العشرين شرع في دراسة الأوعية الدماغية وكتب دراسة حول
373,AHTD3A0098_Para2_2.png,التصوير الدماغي التتبعي بالأشعة السينية مما أدخل تحسينات كبيرة على أساليب
374,AHTD3A0098_Para2_3.png,التشخيص في جراحة الأعصاب بالصين كما أنه أول من أدخل جراحة الأعصاب الدقيقة
375,AHTD3A0098_Para2_4.png,في الصين وكواحد من أبرز المتخصصين في العالم في علاج التشوهات
376,AHTD3A0098_Para2_5.png,الوعائية الدماغية أجرى
377,AHTD3A0098_Para3_1.png,في ثمانينات القرن العشرين أخذ زمام المبادرة في البحوث الأساسية والسريرية لعلاج
378,AHTD3A0098_Para3_2.png,أورام خلايا المخ الجذعية والأورام الفقرية البطيئة النمو شيوي قوانغ شيان عضو
379,AHTD3A0098_Para3_3.png,الأكاديمية الصينية للعلوم لعب دورا هاما في فهم كيمياء التربة النادرة وبحث بطريقة
380,AHTD3A0098_Para3_4.png,منهجية المكونات الكيميائية والفيزيائية للتربة النادرة الموجودة في الصين
381,AHTD3A0098_Para3_5.png,وطور العديد من أساليب
382,AHTD3A0102_Para2_3.png,قبل سنة  وقال إن الصين سوف ترسل عشرة أقمار اصطناعية ملاحية إلى
383,AHTD3A0102_Para2_4.png,الفضاء بحلول سنة   جدير بالذكر أن نظام تحديد المواقع الأمريكي
384,AHTD3A0104_Para2_1.png,مما يشير إلى افتقاره إلى الحزم والمثابرة والإبداع  كانت
385,AHTD3A0104_Para2_2.png,كتاباته انعكاسا لحكمه فقد أدمن تشاو جي خلال الربع قرن الذي
386,AHTD3A0104_Para2_3.png,أمضاه في الحكم الخط والفن فلم تحظ القضايا السياسية المعقدة من وقته
387,AHTD3A0104_Para2_4.png,إلا بالقليل  في البداية جعل قاو تشيو لاعب كرة القدم قائدا للجيش
388,AHTD3A0104_Para2_5.png,ثم سلم كافة سلطات الحكم تقريبا
389,AHTD3A0104_Para3_1.png,لم يكن عجيبا أن الخطاطين والرسامين تمتعوا بأعلى مكانة اجتماعية
390,AHTD3A0108_Para2_1.png,لم تكن مفاجأة ظهور اسم تسي تونغ في قائمة أعظم عشرة فنانين في
391,AHTD3A0108_Para2_2.png,القرن العشرين وفقا لاستطلاع رأي أجري في أوساط فن الخط
392,AHTD3A0108_Para2_3.png,في بداية هذا القرن لقد وصفت أعمال ماو بأنها توازن بين فضائل
393,AHTD3A0108_Para2_4.png,سابقيه بوتقة صهر لأساليب الأساتذة رشيقة مثل تنين طائر فيها
394,AHTD3A0108_Para2_5.png,أناقة مع جرأة وجمال مع نشاط
395,AHTD3A0108_Para3_1.png,تعلم ماو تسي تونغ الكتابة بالفرشاة عندما التحق بمدرسة خاصة وعمره
396,AHTD3A0108_Para3_2.png,ثماني سنوات لم يتوقف ماو عن استخدام الفرشاة حتى صار واحدا من أعظم
397,AHTD3A0108_Para3_3.png,أساتذتها في بداية حياته درس النقش على الألواح الحجرية مثل معاصريه
398,AHTD3A0108_Para3_4.png,ثم اجتهد في النسخ وهذا وفر له أساسا متينا لتشكيل أسلوبه الخاص
399,AHTD3A0108_Para3_5.png,وفقا لحراسه خاصه
400,AHTD3A0110_Para2_1.png,وأكثر ما يجذب القراء هو الهالة التي أحدثتها أعماله إضافة إلى وجوده على قمة
401,AHTD3A0110_Para2_2.png,السلطة في حوار معه كشف ماو عن رؤاه حول فن الخط حيث اعتقد بأن
402,AHTD3A0110_Para2_3.png,فن الخط الصيني  حيث اعتقد بأن فن الخط الصيني مفعم  بالتباينات والتوازنات
403,AHTD3A0110_Para2_4.png,تكوين بعض المقاطع ضخم وبعضها صغير بعضها كثيف وبعضها متباين وتختلف
404,AHTD3A0110_Para2_5.png,ضربات الفرشاة في الطول والقوة
405,AHTD3A0113_Para2_1.png,الكومونة الشعبية عبارة عن تنظيم اقتصادي مملوك للجماعة ومهمتها هي تطوير الزراعة
406,AHTD3A0113_Para2_2.png,والتشجير وتربية والمواشي والأعمال الجانبية والثروة السمكية مع الربط بين  الزراعة
407,AHTD3A0113_Para2_3.png,والصناعة والتجارة والكومونات هي السلطة السياسية في الوحدات القاعدية الريفية
408,AHTD3A0113_Para2_4.png,خلال فترة تطبيق سياسة إنشاء  الكوكونات الشعبية التي استمرت عشرين سنة تم
409,AHTD3A0113_Para2_5.png,تعميم ونشر العلوم والتكنولوجيا الزراعية
410,AHTD3A0120_Para2_1.png,تنتشر الملاحات في هانقو على جانبي
411,AHTD3A0121_Para2_1.png,إلى الجنوب من حي هانقو يقع خليج بحر بوهاي وإلى  الشرق
412,AHTD3A0121_Para2_2.png,منه سواحل الملح وإلى الغرب بساتين العنب وإلى الشمال حقول
413,AHTD3A0121_Para2_3.png,الخضراوات  هانغقو لوحة رائعة يدهشك فيها مشهد الملح المتألق
414,AHTD3A0121_Para2_4.png,في ملاحة تشانغلو مثل القصور البلورية  برغم أنني لم أر العمال وهم
415,AHTD3A0121_Para2_5.png,ينشرون الملح تحت الشمس إلا أنني شهدت منظر ساحر
416,AHTD3A0121_Para3_1.png,نتج مدينة تيانجين التي تطل على ساحل البحر وضفة النهر ملح تشانغلو
417,AHTD3A0121_Para3_3.png,هانقو التي بلورها الملح والبحر  وتعتبر تيانجين مهد ثقافة الملح الصينية
418,AHTD3A0121_Para3_4.png,ومن مهود أوبرا بينغجو  وقد صاغت تيانجين لنفسها ماركة
419,AHTD3A0121_Para3_5.png,ثقافية مميزة تتمثل في الرسم والكتابة بالحفر على الخشب
420,AHTD3A0123_Para2_1.png,في المتحف الدولي لأعمال الحفر على الخشب وبطاقات تعريف الكتب الذي أنشأه ليو
421,AHTD3A0123_Para2_2.png,شوه هاي أكثر من  قطعة رائعة من الأعمال الفنية الأصلية من أعمال الحفر على
422,AHTD3A0123_Para2_3.png,الخشب وبطاقات تعريف الكتب أبدعها فنانون كبار من أكثر من ستين دولة
423,AHTD3A0123_Para2_4.png,بما فيها بلجيكا وروسيا وإيطاليا الخ والمقتنيات فيه وافرة ونادرة للغاية
424,AHTD3A0123_Para3_1.png,فضل البحر والملح تطورت السياحة في هانقو في السنوات الأخيرة حيث يمكن
425,AHTD3A0123_Para3_2.png,زيارة حاملة الطائرات  والتمتع بعادات وتقاليد تشنغتوقو البحرية
426,AHTD3A0123_Para3_3.png,وتذوق الطعام البحري لمطعم تسايجيابو والتجول في ميدان بينخه والتنزه
427,AHTD3A0123_Para3_4.png,في منطقة الملاحات وزيارة مزارع تربية السمك وارتشاف نبيذ
428,AHTD3A0123_Para3_5.png,العنب وتنسم الهواء النقي  من يزور حي هانغقو لا يود مغادرته
429,AHTD3A0128_Para2_1.png,وفي اليمن حيث تمثل ثقافة المجتمع جملة من المعتقدات والقيم
430,AHTD3A0128_Para2_2.png,والموروثات الاجتماعية التي صنعت حضارة ثقافية للمجتمع اليمني
431,AHTD3A0128_Para2_3.png,جاءت المنطلقات والقوانين الوضعية منطلقة من الأساس المادي
432,AHTD3A0128_Para2_4.png,للمجتمع اليمني   والتي حددت أسسها على الشريعة الإسلامية
433,AHTD3A0128_Para2_5.png,بدرجة رئيسية والموروث الاجتماعي والثقافي للمجتمع اليمني
434,AHTD3A0128_Para2_6.png,وكون الشريعة الإسلامية أكدت على تساو البشر  إن أكرمكم عندالله أتقاكم
435,AHTD3A0128_Para3_1.png,فقد بين الدستور اليمني تساوي جميع أفراد الشعب اليمني بالحقوق
436,AHTD3A0128_Para3_2.png,والواجبات وجاءت القوانين الأخرى بانية أسسها على الدستور اليمني
437,AHTD3A0128_Para3_3.png,و منها قانون العمل رقم  لعام م والقانون العام للتربية والتعليم 
438,AHTD3A0128_Para3_4.png,مبنية على الحقوق المتساوية للذكور والإناث في التعليم والعمل
439,AHTD3A0128_Para3_5.png,وبالرغم أن القيم الاجتماعية والعادات الموروثة تحمل قدرا
440,AHTD3A0128_Para3_6.png,هائلا من الاحترام للمرأة 
441,AHTD3A0132_Para2_1.png,تتعرض الكثير من الدول العربية الغير نفطية إلى ظروف إقتصادية أقل ما يقال عنها أنها
442,AHTD3A0132_Para2_2.png,صعبة  مما يتطلب منها العمل على تجاوز هذه الظروف من خلال تدبير شؤون الحياة
443,AHTD3A0132_Para3_1.png,المبدع القائم على رصيدنا وإرثنا الحضاري الهام  لنضمن تطورنا وإستمرار عطاؤنا و
444,AHTD3A0132_Para3_2.png,مستقبل أجيالنا  من هذا المنطلق كان واجب علينا ان ندرس كل خطوة
445,AHTD3A0132_Para3_3.png,نخطوها نحو المستقبل لتكون ثابتة ومثمرة وأن لا نقبل كل جديد مكلف لأنه جديد
446,AHTD3A0132_Para3_4.png,فالصالح العام هو الأهم والأعم  وعليه فإن واجب المؤسسات العامة
447,AHTD3A0141_Para2_1.png,وفي مصر شرع المهندس المعماري الفذ حسن فتحي رحمة الله وأسكنه فسيح
448,AHTD3A0141_Para2_2.png, جنانه في نضال ثقافي طويل وعلى مدى أربعون عاما من
449,AHTD3A0141_Para2_3.png,البحث لأجل إبراز أهمية العمارة في حل مشاكل إسكان الفقراء
450,AHTD3A0141_Para2_4.png,في مناطق الريف وغيرها حتى سمي بأبو الفقراء لقد جعل
451,AHTD3A0141_Para2_5.png,المرحوم  بإذن الله المهندس حسن فتحي من عمارة التراب
452,AHTD3A0141_Para2_6.png,موضوع الساعة
453,AHTD3A0141_Para3_1.png,وجال في أقطار الدنيا يروج لها بهدف خدمة الفقراء وأصحاب الدخل المتدني وعرض
454,AHTD3A0141_Para3_2.png,الكثير من مشاريعة في فرنسا وغيرها إن إسلوبه العملي والنظري والفلسفي
455,AHTD3A0141_Para3_3.png,جعل منه الرائد الأول في هذا المجال والأب الروحي في فن العمارة الديمقراطية 
456,AHTD3A0141_Para3_4.png,خاصة في بلدان العالم الثالث لما لهذا الفن من مردود معنوي حضاري وإقتصادي
457,AHTD3A0143_Para2_1.png,وتحت وطأة  التكنولوجيا الثقيلة  الذي إعتبرها
458,AHTD3A0143_Para2_2.png,الكثيرون من ذوي الشأن في العالم الثالث
459,AHTD3A0143_Para2_3.png,وعالمنا العربي والإسلامي  مقياس للتقدم
460,AHTD3A0143_Para2_6.png,معالجة التخلف  بدأ  كما نعتقد عصر التفكير والحكمة
461,AHTD3A0143_Para2_7.png,في إتخاذ القرارات للصالح العام
462,AHTD3A0144_Para2_1.png,ومع بداية السبعينات إهتم الباحثون على صعيد الهندسة المعمارية بمادة التراب
463,AHTD3A0144_Para2_2.png,فأسسوا الجمعيات التي تنادي المجتمع الإنساني بإستعمال هذه المادة لرخص
464,AHTD3A0144_Para2_3.png,كلفتها ولتجاوبها مع الفن المعماري ولوفرتها وتواجدها في مختلف أبقاع العالم
465,AHTD3A0144_Para2_4.png,وأثبتو من خلال الواقع الملموس تجاوب هذه المادة فوضعوا الأفكار
466,AHTD3A0144_Para2_5.png,الجديدة والبدائل المثمرةحيث أسسوا في المدرسة العليا للعمارة
467,AHTD3A0144_Para2_6.png,في مدينة كرنوبل
468,AHTD3A0144_Para3_1.png,أولا تحديث كل ما يخص عمارة التراب وجعلها عملية وإقتصادية قبل كل شيئ وذلك
469,AHTD3A0144_Para3_2.png,بصورة علمية وواقعية بعيدة عن أية أهداف أخرى  إنطلاقا من الأوضاع الإقتصادية
470,AHTD3A0144_Para3_3.png,العالمية ثانيا المشاركة الفعالة في التصميم والبناء لهذه المادة في أوروبا
471,AHTD3A0144_Para3_4.png,وبلدان العالم الثالث  وذلك لأجل معالجة مشكلة الإسكان والخدمات العامة
472,AHTD3A0161_Para2_1.png,أن أحد الباحثين أورد نصوصا عن نقوش قتبانية تذكر الدستور  والتشريع 
473,AHTD3A0161_Para2_2.png,والمجلس القبلي  والمجلس الاستشاري  وبالتالي أوردت هذه النقوش
474,AHTD3A0161_Para2_3.png,اختصاصات هذه المجالس ودور الملك وحقه في الاجتماعات واختصاصات
475,AHTD3A0161_Para3_1.png,والعقار وينظم ضرائبها  كما كان يقوم بأعمال إدارية وتنفيذية إلا أن القوانين
476,AHTD3A0161_Para3_2.png,التي يسنها تتوقف على قرار وموافقة المجلس الاستشاري لها وهذا المجلس
477,AHTD3A0161_Para3_3.png,هو الذي من حقه إصدار القوانين وسنها إلى جانب اختصاصات أخرى وهو أوسع
478,AHTD3A0161_Para3_4.png,من اختصاصات المجلس القبلي  أما اجتماعات المجلس القبلي الذي كان
479,AHTD3A0161_Para3_5.png,يجمع كافة القبائل تقريبا
480,AHTD3A0162_Para2_4.png,عامل من عوامل تقوية الروابط بين الملك والشعب  ويلاحظ أن المجلس الاستشاري
481,AHTD3A0162_Para3_3.png,محل مجلس القبائل ويشرف على تطبيق القوانين على الأرض وإقرارها كما  أن من
482,AHTD3A0162_Para3_4.png,حقه أيضا إصدار العفو عن المحكوم عليهم وكان هذا العفو كليا أو جزئيا 
483,AHTD3A0165_Para2_1.png,القرآن اعتبر جميع الدول اليمنية من معينية وسبئية وحميرية
484,AHTD3A0165_Para3_1.png,فحتى لا يأخذنا الاسترسال نعود لسد الأجداد  فأستمر السد يروي
485,AHTD3A0165_Para3_2.png,المزارع المترامية الأطراف حتى أنها من السعة وكثرة السكان قيل
486,AHTD3A0165_Para3_3.png,أنه ولد مولود للملك في مدينة مأرب فوصل الخبر إلى حضر موت
487,AHTD3A0165_Para3_4.png,في نفس اللحظة ذلك أن كل واحد يقول لمن بجواره من المزارعين  وهكذا
488,AHTD3A0165_Para3_5.png,ينتقل الخبر بسرعة
489,AHTD3A0167_Para3_4.png,لتصريف أي كمية زائدة من المياه حتى لا يرتفع منسوب المياه
490,AHTD3A0168_Para3_1.png,الأخشاب تنزلق في فتحتين في جانب كل بوابة  واستمرت تلك الحضارة إلى ماء شاء الله فلما
491,AHTD3A0168_Para3_2.png,تطاولت الأيام على سد مأرب امتدت إليه يد البلاء فتصدعت جوانبه وفاضت المياه على ما أمامها
492,AHTD3A0169_Para3_5.png,وتتجه شمال القارة الأفريقية طبعا هذه المحاضرة أثارت اهتمام
493,AHTD3A0170_Para2_1.png,كان لدولتي سبأ وحمير حضارة عظيمة وتقدموا تقدما
494,AHTD3A0170_Para2_2.png,ملموسا في الطرق الري وعمارة السدود والقناطر ورسخت
495,AHTD3A0170_Para2_3.png,أقدامهم في مختلف الصناعات والهندسة والفنون  كما
496,AHTD3A0170_Para2_4.png,يشهد بذلك ما كان لملوكهم من المسكوكات الذهبية و
497,AHTD3A0170_Para2_5.png,الفضية والنحاسية  والبرونز وما نقشوه عليها من
498,AHTD3A0170_Para2_6.png,النقوش المحكمة التي تدل على براعة  في فن الزخرفة
499,AHTD3A0170_Para2_7.png,والتصوير
500,AHTD3A0170_Para3_1.png,وما خلفوه من التماثيل العجيبة التي صنعوها من المعادن
501,AHTD3A0170_Para3_2.png,الأحجار والبرونز وما كتبوه عليها بالقلم المسند وما تشهده
502,AHTD3A0170_Para3_3.png,به آثارهم من المباني الضخمة وما نحتوه من الجبال 
503,AHTD3A0170_Para3_6.png,ذلك العهد الزاهر
504,AHTD3A0171_Para2_1.png,وفي ذلك العهد الزاهر تم بناء السد الشهير وتفننوا في شبكة الري
505,AHTD3A0171_Para2_2.png,التي تفيض المياه إليها من السد يمين وشمال  وقد وصف القرآن
506,AHTD3A0171_Para2_5.png,غفور إلى آخر التصوير الرباني 
507,AHTD3A0171_Para3_1.png,علما بأن القرآن اعتبر جميع الدول اليمنية من معينية وسبئية وحميرية
508,AHTD3A0171_Para3_6.png,ومحاور ملكة سبأ مع سليمان 
509,AHTD3A0175_Para2_1.png,ويميز الكتاب بين نوعين من الإدارة العامة هما الإدارة المركزية والإدارة اللا مركزية
510,AHTD3A0175_Para2_2.png,ويتركز هذا التمييز أساسا على العلاقة بين السلطات الإدارية  حيث تكون هذه
511,AHTD3A0175_Para2_3.png,العلاقة خضوع تام من قبل السلطات الإدارية العليا والتي ليس بالضرورة أن تتمثل
512,AHTD3A0175_Para2_4.png,في فرد واحد أو هيئة واحدة  أما في حالة الإدارة اللا مركزية
513,AHTD3A0176_Para2_1.png,ونظرا للإستحالة العلمية في أن تقوم السلطات المركزية لوحدها بكل
514,AHTD3A0176_Para2_2.png,مهامها وفي كل أقليمها القريبة والنائية فإن هذه السلطات تلجأ إلى
515,AHTD3A0176_Para2_3.png,خلق أجهزة مرفقية ومحلية تساعدها في  إدارة شئوونها في مختلف الأقاليم
516,AHTD3A0176_Para2_4.png,وعندما يكون لهذه الأجهزة المحلية قدر من الإستقلالية في إدارة مهامها
517,AHTD3A0176_Para2_5.png,ينشأ ما يعرف بالإدارة المحلية
518,AHTD3A0177_Para2_1.png,وبينما يميل البعض إلى عدم التمييز ما بين الإدارة المحلية و الحكم المحلي أو
519,AHTD3A0177_Para2_2.png,الإدارة المحلية والإدارة اللا مركزية يميل البعض الآخر إلى التمييز ما بين
520,AHTD3A0177_Para3_1.png,ويميز ما بين الإدارة المحلية والإدراة اللا مركزية استنادا إلى أن الإدارة المحلية
521,AHTD3A0177_Para3_2.png,يمكن ان توجد في كلا النظامين المركزي واللا مركزي وإن كانت تبدو
522,AHTD3A0177_Para3_3.png,أكثر إكتمالا في النظام اللامركزي وإذا ما اتفقا على هذه التعريفات
523,AHTD3A0177_Para3_4.png,الاصطلاحية  التي تربط الإدارة المحلية بفكرة توزيع السلطات ما بين
524,AHTD3A0177_Para3_5.png,الأجهزة المركزية والمحلية فإنه لابد من التسليم
525,AHTD3A0180_Para2_1.png,لا شك أن إهتمام الدول بالإدارة المحلية يعزي بالدرجة الأولى
526,AHTD3A0180_Para2_2.png,إلى إداركها للأفضلية التي تتميز بها الإدارة المحلية عن الإدارة المركزية
527,AHTD3A0180_Para2_3.png,من حيث فاعليتها المشهودة في تحقيق الأغراض
528,AHTD3A0180_Para3_1.png,غير أن النظرة الاكثر عمقا يمكن أن تكشف لنا أصالة الإدارة المحلية  ليس فقط
529,AHTD3A0180_Para3_2.png,تاريخيا
530,AHTD3A0184_Para2_1.png,ما يتعلق بين الناس بعضهم ببعض وهو المعروف بالمعاملات وهذا بعضه ذو
531,AHTD3A0184_Para2_2.png,طابع اجتهاديوهو يتميز بشئ من المرونة ومن ثم جاءت أحكامها
532,AHTD3A0184_Para2_4.png,والعقد وأهل العلم  ومن ذلك مبدأ الشورى لم تفصل
533,AHTD3A0184_Para2_5.png,الشريعة كيفية ذلك وتحديده بل تركته وفقا للمصلحة العامة
534,AHTD3A0184_Para2_6.png,بعد وضع أطره العامة
535,AHTD3A0184_Para3_1.png,أننا لوتركنا إقامة الحدود الشرعية لما تزعمونه من القسوة لأوقعنا أنفسنا والمجتمع في
536,AHTD3A0184_Para3_2.png,قسوة أشد منها فمن الرحمة بالمجتمع وبالمحدود أن نقيم الحد عليه
537,AHTD3A0184_Para3_3.png,ولنضرب مثالا يقرب المراد ماقولكم في الطبيب الذي يجري عملية
538,AHTD3A0184_Para3_4.png,جراحية فيستأصل بمشرطه المرهف بضعة من جسم المريض ليعالجه
539,AHTD3A0184_Para3_5.png,أليس في هذا مظهر من مظاهر القسوة
540,AHTD3A0185_Para2_1.png,وكذلك نقول في قسوة الحدود فحرصا على سلامة جسم المجتمع من الفساد والمرض
541,AHTD3A0185_Para2_2.png,كان من الحزم والعقل القسوة على الجزء الفاسد منه ليسلم باقي أعضاء المجتمع
542,AHTD3A0185_Para2_3.png,أن الإسلام قبل أن يحكم عليه بالحد قدم له من وسائل  الوقاية ما كان يكفي لإبعاده
543,AHTD3A0185_Para2_4.png,عن الجريمة التي اقترفها لو كان له قلب حي وضمير
544,AHTD3A0185_Para3_1.png,شكل الملتقى الذي نظمته الأكاديمية العربية للعلوم المالية والمصرفية بالتعاون
545,AHTD3A0185_Para3_2.png,مع البنك الإسلامي للتنميةجدة والبنك الإسلامي الأردني للتمويل والاستثمار
546,AHTD3A0185_Para3_3.png,لمناقشة تحديات العولمة للمصارف الإسلامية الذي عقد في عمان في الفترة من
547,AHTD3A0185_Para3_4.png,   أيارمايو الماضي مناسبة جيدة لعرض ومناقشة العديد من القضايا
548,AHTD3A0185_Para3_5.png,والتحديات التي تطرحها العولمة ليس على   المصارف الإسلامية وح
549,AHTD3A0186_Para2_1.png,وهو قريب من تعريف صندوق النقد الدولي للعولمة بأنها التعاون الاقتصادي المتنامي لمجموع دول العالم
550,AHTD3A0186_Para2_2.png,والذي يحتمه ازدياد حجم التعامل بالسلع والخدمات وتنوعها عبر الحدود إضافة لتدفق رؤوس
551,AHTD3A0186_Para2_4.png,محل إجماع المتحدثين ومقدمي أوراق العمل في المؤتمر هي أنه لابد من مواجهة الظاهرة
552,AHTD3A0186_Para3_4.png,مستوياتها الاقتصادية والسياسية والثقافية والقضائية والاجتماعية
553,AHTD3A0187_Para2_1.png,وركزت العديد من أوراق العمل على تحليل الجوانب الإيجابية والسلبية للظاهرة بكافة مستوياتها الاقتصادية
554,AHTD3A0187_Para2_2.png,والسياسية والثقافية والقضائية والاجتماعية فعلى صعيد الإيجابيات فإن العولمة تعمل على جذب
555,AHTD3A0188_Para2_1.png,في إطار بحث وتحليل ظاهرة العولمة لم يقدم المؤتمرون جديدا في تعريف
556,AHTD3A0188_Para2_2.png,وتحليل الظاهرة لكن ربما كانت مساهمتهم فعالة في تقعيد التنمية
557,AHTD3A0188_Para2_3.png,الاقتصادية من وجهة نظر إسلامية مع تقديم عرض لأهم
558,AHTD3A0188_Para2_4.png,العقبات التي تقف أمام تنمية البلدان الإسلامية هذا من جهة
559,AHTD3A0188_Para2_5.png, ومن جهة أخرى معالجة موضوع تحديات العولمة للمصارف الإسلامية
560,AHTD3A0188_Para2_6.png,فعلى صعيد التقعيد الإسلامي للتنمية
561,AHTD3A0188_Para3_2.png,شركة المستثمر الدولي بدولة الكويت بأن التنمية تكون إسلامية
562,AHTD3A0188_Para3_3.png,إذا كانت أهدافها وأولوياتها شرعية وسياساتها ووسائلها
563,AHTD3A0188_Para3_4.png,مباحة فأما الأهداف فحددها في ثلاثة كبرى وهي كفالة حد
564,AHTD3A0188_Para3_5.png,أدنى من المعيشة لكل فرد تحقيق القوة والاستقلال الاقتصادي
565,AHTD3A0188_Para3_6.png,تخفيف التفاوت في الدخل والثروة بين الناس
566,AHTD3A0189_Para2_1.png,وأما الأولويات الشرعية فهي توفير أمن كل فرد على حياته وماله و
567,AHTD3A0189_Para2_4.png,إعطاء أهمية أكبر للأمور المعيشية لحاجات الفقراء على الأغنياء والأضعف
568,AHTD3A0189_Para2_5.png,على الأقوى تقديم الضروريات والحاجيات على الكماليات في كل نفقة
569,AHTD3A0189_Para3_1.png,ما على صعيد العقبات التي تقف أمام تنمية الدول الإسلامية والتي
570,AHTD3A0189_Para3_2.png,عرض لها الباحث بشيء من التفصيل فيمكن اختصارها بالنقاط التالية
571,AHTD3A0189_Para3_4.png,ظم التربية والتعليم إفساد نظام الحوافز عدم الاستناد إلى معيار الكفاءة
572,AHTD3A0189_Para3_5.png,في توظيف قوة العمل
573,AHTD3A0190_Para2_1.png,اعتبر فيها أن مفهوم العولمة ليس جديدا بالمنظور الإسلامي
574,AHTD3A0190_Para2_2.png,الشامل إذا كان المقصود بالعولمة الانفتاح العالمي بلا حدود
575,AHTD3A0190_Para3_1.png,ودول إسلامية أخرى أقرت مبدأ التعايش المزدوج للنظام المصرفي الإسلامي
576,AHTD3A0191_Para2_1.png,وفي ظل هذا الوضع يمكن الحديث عن كيانات مصرفية إسلامية
577,AHTD3A0191_Para2_2.png,تتباين في قوتها وضعفها من دولة لأخرى ومع التأكيد على
578,AHTD3A0191_Para2_3.png,أن القواعد المالية والأسس التي قام عليها النظام المصرفي الإسلامي
579,AHTD3A0191_Para2_4.png,قد قطعت شوطا بعيدا في تكريس هذا العمل علاوة على
580,AHTD3A0191_Para2_5.png,أن العمل المصرفي الإسلامي أثبت حضورا
581,AHTD3A0191_Para2_6.png, متميزا سواء من خلال الوسائل
582,AHTD3A0191_Para2_7.png,الاقتصادية
583,AHTD3A0192_Para2_1.png,في ظل الوضع القائم لبنوك إسلامية عاملة فإنه مما لا فائدة منه بالأساس
584,AHTD3A0192_Para2_2.png,وإذا كان أعظم إنجاز حققه الفكر الشرعي الإسلامي في القرن العشرين
585,AHTD3A0192_Para2_3.png,هو المصرفية الإسلامية والمصارف الشاملة وما تقوم عليه من آلية متميزة
586,AHTD3A0192_Para2_4.png,للعمل المصرفي المالي والاستشاري كما جاء في الورقة
587,AHTD3A0192_Para3_1.png,لأستاذ بكر ريحان المدير التنفيذي في البنك الإسلامي الأردني في الحد من
588,AHTD3A0193_Para2_1.png,إدراك هذه المصارف للمشكلات والمعوقات التي  تعترض طريقها كمصارف إسلامية
589,AHTD3A0193_Para2_2.png,حديثة  النشأة سواء تلك المرتبطة بأعمالها وأنشطتها أو تلك المرتبطة
590,AHTD3A0193_Para2_3.png,بالبيئة والأجواء المحيطة  بها  وأورد الباحث مجموعة من التحديات
591,AHTD3A0193_Para2_4.png,التي قد تؤثر على قدرة المصارف الإسلامية منها عدم وجود معايير موحدة
